po_id,sku_id,supplier_id,po_date,is_weekend_po,quantity_ordered,total_value_inr,expected_delivery_date,actual_delivery_date,delivered_on_time,days_late,quantity_delivered,quality_status,payment_status
PO-005127,SKU-00250,SUP-0066,2023-04-03,0,381,1053775.09,2023-05-01,2023-04-28,1,0,363,Accepted,Paid
PO-005128,SKU-00113,SUP-0127,2023-09-28,0,73,27619.78,2023-10-02,2023-10-02,1,0,69,Accepted,Paid
PO-005129,SKU-00192,SUP-0079,2024-01-19,0,218,1304828.8,2024-02-12,2024-02-15,0,3,205,Accepted,Paid
PO-005130,SKU-00155,SUP-0120,2024-10-25,0,292,2482314.12,2024-11-04,2024-11-06,0,2,280,Accepted,Paid
PO-005131,SKU-00240,SUP-0095,2023-05-24,0,64,20868.37,2023-06-01,2023-06-02,0,1,62,Accepted,Paid
PO-005132,SKU-00256,SUP-0181,2023-02-03,0,387,14932414.11,2023-02-08,2023-02-07,1,0,368,Partially Rejected,Paid
PO-005133,SKU-00301,SUP-0003,2023-03-06,0,3843,27853420.66,2023-04-03,2023-04-02,1,0,3460,Accepted,Paid
PO-005134,SKU-00257,SUP-0103,2024-04-27,1,21,1929.94,2024-05-15,2024-05-19,0,4,20,Accepted,Paid
PO-005135,SKU-00224,SUP-0031,2023-05-26,0,232,1775649.29,2023-06-12,2023-06-11,1,0,212,Accepted,Paid
PO-005136,SKU-00227,SUP-0031,2023-10-27,0,193,736833.63,2023-11-13,2023-11-13,1,0,192,Accepted,Paid
PO-005137,SKU-00182,SUP-0043,2023-03-06,0,129,622272.67,2023-03-28,2023-03-29,0,1,128,Accepted,Pending
PO-005138,SKU-00439,SUP-0169,2023-12-19,0,732,153711.03,2024-01-27,2024-01-21,1,0,697,Accepted,Overdue
PO-005139,SKU-00021,SUP-0102,2024-03-09,1,59,494754.45,2024-03-19,2024-03-21,0,2,54,Accepted,Paid
PO-005140,SKU-00300,SUP-0170,2023-06-29,0,372,5823226.82,2023-07-13,2023-07-11,1,0,335,Accepted,Paid
PO-005141,SKU-00069,SUP-0196,2023-05-13,1,166,3255111.79,2023-05-29,2023-06-02,0,4,154,Accepted,Paid
PO-005142,SKU-00132,SUP-0150,2023-12-24,1,998,258194.71,2024-01-13,2024-01-17,0,4,944,Accepted,Paid
PO-005143,SKU-00195,SUP-0138,2024-05-08,0,88,63086.51,2024-05-12,2024-05-13,0,1,86,Accepted,Pending
PO-005144,SKU-00258,SUP-0177,2024-02-05,0,71,99846.22,2024-02-12,2024-02-13,0,1,67,Accepted,Paid
PO-005145,SKU-00273,SUP-0047,2024-11-22,0,77,855.55,2024-11-26,2024-11-26,1,0,76,Accepted,Pending
PO-005146,SKU-00432,SUP-0062,2024-04-11,0,1980,5298856.48,2024-04-26,2024-04-27,0,1,1973,Accepted,Paid
PO-005147,SKU-00218,SUP-0152,2024-12-17,0,39,298801.52,2025-01-14,2025-01-13,1,0,38,Accepted,Overdue
PO-005148,SKU-00295,SUP-0013,2023-05-14,1,1161,1848201.03,2023-05-29,2023-06-01,0,3,1133,Accepted,Paid
PO-005149,SKU-00454,SUP-0160,2024-01-28,1,3296,7969674.3,2024-02-11,2024-02-14,0,3,3166,Accepted,Overdue
PO-005150,SKU-00400,SUP-0067,2023-06-01,0,64,278314.95,2023-06-28,2023-06-28,1,0,63,Accepted,Paid
PO-005151,SKU-00287,SUP-0023,2023-10-29,1,88,7534.16,2023-11-17,2023-11-20,0,3,82,Accepted,Paid
PO-005152,SKU-00238,SUP-0087,2024-01-23,0,262,18162.62,2024-02-12,2024-02-14,0,2,252,Accepted,Paid
PO-005153,SKU-00446,SUP-0053,2023-03-16,0,108,13277.43,2023-04-17,2023-04-20,0,3,104,Accepted,Paid
PO-005154,SKU-00478,SUP-0193,2024-04-05,0,158,18096.62,2024-04-16,2024-04-17,0,1,154,Accepted,Paid
PO-005155,SKU-00331,SUP-0192,2023-10-21,1,4839,81672594.59,2023-11-18,2023-11-23,0,5,4705,Accepted,Paid
PO-005156,SKU-00407,SUP-0107,2023-08-04,0,2292,3134979.68,2023-08-16,2023-08-17,0,1,2235,Accepted,Paid
PO-005157,SKU-00073,SUP-0166,2024-03-24,1,77,6873.99,2024-04-07,2024-04-11,0,4,74,Accepted,Paid
PO-005158,SKU-00169,SUP-0195,2023-09-16,1,525,242242.3,2023-10-01,2023-10-04,0,3,517,Accepted,Paid
PO-005159,SKU-00429,SUP-0191,2024-09-17,0,963,65961.51,2024-09-29,2024-09-29,1,0,874,Accepted,Overdue
PO-005160,SKU-00288,SUP-0149,2024-12-31,0,442,35738.93,2025-01-16,2025-01-14,1,0,440,Accepted,Paid
PO-005161,SKU-00075,SUP-0183,2023-09-12,0,217,1065524.49,2023-09-18,2023-09-19,0,1,196,Accepted,Paid
PO-005162,SKU-00434,SUP-0148,2023-08-16,0,1659,981108.43,2023-08-28,2023-08-29,0,1,1545,Accepted,Paid
PO-005163,SKU-00132,SUP-0150,2024-12-29,1,485,132616.38,2025-01-18,2025-01-22,0,4,457,Partially Rejected,Paid
PO-005164,SKU-00323,SUP-0065,2023-03-12,1,89,226711.25,2023-03-28,2023-04-01,0,4,82,Accepted,Pending
PO-005165,SKU-00196,SUP-0086,2024-05-12,1,290,68172.12,2024-06-05,2024-06-10,0,5,265,Accepted,Paid
PO-005166,SKU-00218,SUP-0152,2023-03-10,0,69,521161.96,2023-04-07,2023-04-06,1,0,68,Accepted,Paid
PO-005167,SKU-00340,SUP-0122,2023-08-24,0,35,1642971.39,2023-09-16,2023-09-14,1,0,34,Partially Rejected,Paid
PO-005168,SKU-00002,SUP-0056,2023-06-28,0,229,189957.85,2023-07-22,2023-07-25,0,3,207,Accepted,Paid
PO-005169,SKU-00265,SUP-0190,2023-07-20,0,41,1942.0,2023-08-01,2023-07-31,1,0,39,Accepted,Paid
PO-005170,SKU-00007,SUP-0009,2023-03-17,0,797,75858.52,2023-04-11,2023-04-09,1,0,718,Accepted,Pending
PO-005171,SKU-00442,SUP-0020,2023-11-30,0,21,1848.95,2024-01-03,2024-01-06,0,3,20,Accepted,Overdue
PO-005172,SKU-00100,SUP-0011,2024-01-18,0,441,15643634.78,2024-02-10,2024-02-12,0,2,417,Accepted,Paid
PO-005173,SKU-00288,SUP-0149,2023-11-12,1,98,8430.01,2023-11-28,2023-12-01,0,3,90,Accepted,Paid
PO-005174,SKU-00274,SUP-0197,2023-07-13,0,580,610770.88,2023-07-23,2023-07-24,0,1,524,Accepted,Pending
PO-005175,SKU-00077,SUP-0164,2024-08-26,0,403,30900.05,2024-10-06,2024-10-04,1,0,381,Accepted,Paid
PO-005176,SKU-00128,SUP-0174,2023-12-17,1,116,9395.26,2024-01-15,2024-01-22,0,7,113,Accepted,Pending
PO-005177,SKU-00054,SUP-0190,2023-04-27,0,4475,1501869.3,2023-05-09,2023-05-09,1,0,4060,Accepted,Pending
PO-005178,SKU-00187,SUP-0140,2024-01-26,0,419,84381.46,2024-02-23,2024-02-22,1,0,414,Accepted,Paid
PO-005179,SKU-00145,SUP-0003,2023-11-16,0,16,390716.05,2023-12-14,2023-12-12,1,0,15,Accepted,Pending
PO-005180,SKU-00156,SUP-0173,2023-01-11,0,301,11577415.69,2023-02-10,2023-02-08,1,0,290,Accepted,Paid
PO-005181,SKU-00325,SUP-0056,2023-07-07,0,55,250935.51,2023-07-31,2023-07-31,1,0,54,Accepted,Paid
PO-005182,SKU-00041,SUP-0145,2023-09-04,0,49,66014.5,2023-09-11,2023-09-10,1,0,45,Accepted,Pending
PO-005183,SKU-00049,SUP-0167,2024-02-02,0,889,2554924.87,2024-02-26,2024-02-25,1,0,854,Partially Rejected,Paid
PO-005184,SKU-00218,SUP-0152,2024-01-22,0,92,723031.66,2024-02-19,2024-02-16,1,0,86,Accepted,Paid
PO-005185,SKU-00439,SUP-0169,2024-09-26,0,1226,262350.88,2024-11-04,2024-11-08,0,4,1196,Accepted,Paid
PO-005186,SKU-00067,SUP-0102,2024-11-08,0,747,2489861.46,2024-11-18,2024-11-18,1,0,676,Accepted,Pending
PO-005187,SKU-00070,SUP-0049,2024-12-06,0,14,29639.63,2024-12-15,2024-12-15,1,0,12,Accepted,Overdue
PO-005188,SKU-00419,SUP-0041,2024-12-30,0,76,532323.63,2025-01-09,2025-01-09,1,0,70,Accepted,Paid
PO-005189,SKU-00070,SUP-0049,2023-10-31,0,36,72610.17,2023-11-09,2023-11-10,0,1,33,Accepted,Paid
PO-005190,SKU-00341,SUP-0114,2023-12-20,0,139,1627727.42,2023-12-29,2023-12-29,1,0,138,Accepted,Pending
PO-005191,SKU-00102,SUP-0165,2024-09-21,1,867,27563.26,2024-09-29,2024-10-01,0,2,792,Accepted,Paid
PO-005192,SKU-00296,SUP-0124,2023-10-22,1,2299,2228141.75,2023-11-03,2023-11-05,0,2,2227,Accepted,Paid
PO-005193,SKU-00180,SUP-0180,2023-10-13,0,190,10452.15,2023-11-13,2023-11-10,1,0,176,Accepted,Paid
PO-005194,SKU-00050,SUP-0086,2024-09-21,1,24,1359.3,2024-10-15,2024-10-21,0,6,23,Accepted,Pending
PO-005195,SKU-00379,SUP-0003,2023-11-23,0,2787,176702.35,2023-12-21,2023-12-18,1,0,2777,Accepted,Paid
PO-005196,SKU-00387,SUP-0032,2024-03-22,0,1394,109466.91,2024-04-03,2024-04-03,1,0,1361,Accepted,Overdue
PO-005197,SKU-00427,SUP-0065,2024-11-18,0,88,738734.87,2024-12-04,2024-12-03,1,0,86,Accepted,Pending
PO-005198,SKU-00422,SUP-0199,2023-08-17,0,2400,80391.47,2023-08-26,2023-08-25,1,0,2240,Accepted,Paid
PO-005199,SKU-00126,SUP-0117,2023-01-14,1,3251,5872069.06,2023-01-30,2023-02-03,0,4,3111,Accepted,Pending
PO-005200,SKU-00500,SUP-0068,2023-11-04,1,4767,10115517.3,2023-11-17,2023-11-20,0,3,4393,Fully Rejected,Paid
PO-005201,SKU-00404,SUP-0007,2024-09-02,0,247,576260.99,2024-09-12,2024-09-11,1,0,243,Accepted,Pending
PO-005202,SKU-00055,SUP-0032,2024-01-13,1,4112,17545992.99,2024-01-25,2024-01-27,0,2,3734,Fully Rejected,Pending
PO-005203,SKU-00174,SUP-0109,2023-10-08,1,54,189765.11,2023-11-09,2023-11-16,0,7,51,Partially Rejected,Paid
PO-005204,SKU-00058,SUP-0151,2023-08-14,0,176,1561623.65,2023-09-02,2023-09-03,0,1,170,Accepted,Paid
PO-005205,SKU-00235,SUP-0134,2023-04-09,1,89,40012.47,2023-05-14,2023-05-24,0,10,86,Accepted,Pending
PO-005206,SKU-00499,SUP-0197,2023-05-16,0,183,16719.95,2023-05-26,2023-05-26,1,0,181,Accepted,Pending
PO-005207,SKU-00020,SUP-0163,2024-05-03,0,3561,30333302.55,2024-05-13,2024-05-13,1,0,3551,Accepted,Overdue
PO-005208,SKU-00003,SUP-0081,2023-04-22,1,989,4735439.02,2023-05-19,2023-05-26,0,7,942,Accepted,Paid
PO-005209,SKU-00472,SUP-0095,2024-12-08,1,91,97724.73,2024-12-16,2024-12-18,0,2,89,Accepted,Paid
PO-005210,SKU-00199,SUP-0135,2023-09-26,0,80,211150.75,2023-10-15,2023-10-16,0,1,73,Accepted,Paid
PO-005211,SKU-00119,SUP-0174,2024-10-21,0,487,370598.89,2024-11-19,2024-11-17,1,0,441,Accepted,Overdue
PO-005212,SKU-00095,SUP-0060,2024-01-22,0,111,95862.47,2024-02-06,2024-02-07,0,1,110,Accepted,Paid
PO-005213,SKU-00435,SUP-0035,2024-01-18,0,362,4419.46,2024-02-15,2024-02-13,1,0,332,Accepted,Pending
PO-005214,SKU-00182,SUP-0043,2023-03-31,0,125,606394.69,2023-04-22,2023-04-23,0,1,118,Accepted,Overdue
PO-005215,SKU-00182,SUP-0043,2024-07-12,0,144,694853.74,2024-08-03,2024-08-06,0,3,137,Accepted,Paid
PO-005216,SKU-00417,SUP-0023,2023-08-20,1,96,17361.94,2023-09-08,2023-09-13,0,5,94,Accepted,Paid
PO-005217,SKU-00246,SUP-0094,2024-01-06,1,42,304678.3,2024-01-26,2024-01-29,0,3,40,Accepted,Overdue
PO-005218,SKU-00146,SUP-0118,2023-01-09,0,33,207.08,2023-01-17,2023-01-16,1,0,30,Accepted,Overdue
PO-005219,SKU-00147,SUP-0191,2023-08-13,1,442,21607769.88,2023-08-25,2023-08-28,0,3,419,Accepted,Paid
PO-005220,SKU-00386,SUP-0067,2024-11-03,1,726,18880.71,2024-11-30,2024-12-07,0,7,720,Accepted,Paid
PO-005221,SKU-00279,SUP-0035,2024-12-17,0,4233,18346326.62,2025-01-14,2025-01-18,0,4,3902,Accepted,Paid
PO-005222,SKU-00436,SUP-0036,2023-04-08,1,397,2498990.41,2023-04-17,2023-04-18,0,1,392,Partially Rejected,Paid
PO-005223,SKU-00163,SUP-0189,2024-11-20,0,3789,902338.8,2024-11-26,2024-11-25,1,0,3650,Partially Rejected,Paid
PO-005224,SKU-00070,SUP-0049,2024-11-27,0,95,205833.92,2024-12-06,2024-12-06,1,0,91,Accepted,Paid
PO-005225,SKU-00197,SUP-0074,2023-06-09,0,37,1703.5,2023-07-06,2023-07-09,0,3,34,Accepted,Paid
PO-005226,SKU-00141,SUP-0054,2024-03-23,1,469,487494.16,2024-04-11,2024-04-16,0,5,448,Accepted,Paid
PO-005227,SKU-00011,SUP-0163,2024-06-24,0,15,14299.09,2024-07-04,2024-07-06,0,2,14,Partially Rejected,Paid
PO-005228,SKU-00260,SUP-0034,2023-08-26,1,314,174188.62,2023-09-08,2023-09-11,0,3,308,Accepted,Pending
PO-005229,SKU-00388,SUP-0049,2024-08-15,0,53,278499.68,2024-08-24,2024-08-23,1,0,49,Accepted,Paid
PO-005230,SKU-00170,SUP-0130,2023-08-27,1,42,36162.06,2023-09-21,2023-09-26,0,5,41,Accepted,Paid
PO-005231,SKU-00315,SUP-0103,2024-05-07,0,180,163814.42,2024-05-25,2024-05-24,1,0,173,Partially Rejected,Paid
PO-005232,SKU-00039,SUP-0133,2024-04-08,0,192,384160.61,2024-04-19,2024-04-19,1,0,184,Accepted,Paid
PO-005233,SKU-00109,SUP-0083,2024-03-20,0,381,329265.27,2024-04-05,2024-04-08,0,3,380,Accepted,Paid
PO-005234,SKU-00050,SUP-0086,2023-03-22,0,67,3914.44,2023-04-15,2023-04-13,1,0,62,Accepted,Paid
PO-005235,SKU-00225,SUP-0030,2024-09-07,1,1934,189933.57,2024-09-15,2024-09-16,0,1,1822,Accepted,Paid
PO-005236,SKU-00045,SUP-0137,2024-03-01,0,417,313572.37,2024-03-30,2024-03-29,1,0,383,Accepted,Pending
PO-005237,SKU-00256,SUP-0181,2023-02-19,1,481,17546444.12,2023-02-24,2023-02-25,0,1,439,Accepted,Paid
PO-005238,SKU-00329,SUP-0096,2023-05-18,0,3800,27292476.21,2023-05-27,2023-05-26,1,0,3623,Accepted,Paid
PO-005239,SKU-00214,SUP-0090,2023-09-19,0,2036,47173.78,2023-09-28,2023-09-29,0,1,1982,Accepted,Paid
PO-005240,SKU-00054,SUP-0190,2024-10-31,0,1515,528840.41,2024-11-12,2024-11-11,1,0,1442,Accepted,Paid
PO-005241,SKU-00325,SUP-0056,2023-09-23,1,12,52383.2,2023-10-17,2023-10-23,0,6,11,Accepted,Paid
PO-005242,SKU-00447,SUP-0027,2023-10-09,0,428,5798426.85,2023-10-29,2023-10-27,1,0,400,Accepted,Paid
PO-005243,SKU-00479,SUP-0150,2023-08-16,0,13,1237.32,2023-09-05,2023-09-07,0,2,12,Accepted,Paid
PO-005244,SKU-00428,SUP-0094,2024-04-13,1,908,765963.95,2024-05-03,2024-05-07,0,4,852,Accepted,Pending
PO-005245,SKU-00095,SUP-0060,2024-06-29,1,166,141679.57,2024-07-14,2024-07-18,0,4,162,Accepted,Paid
PO-005246,SKU-00255,SUP-0045,2024-02-13,0,2228,40294.1,2024-03-02,2024-03-03,0,1,2142,Accepted,Paid
PO-005247,SKU-00219,SUP-0059,2024-12-20,0,979,6977250.2,2025-01-01,2025-01-01,1,0,948,Partially Rejected,Paid
PO-005248,SKU-00202,SUP-0156,2023-02-02,0,232,211132.74,2023-02-22,2023-02-20,1,0,212,Accepted,Paid
PO-005249,SKU-00173,SUP-0103,2024-07-30,0,1725,5420188.61,2024-08-17,2024-08-18,0,1,1596,Accepted,Paid
PO-005250,SKU-00064,SUP-0047,2023-03-26,1,789,1469069.46,2023-03-30,2023-03-31,0,1,756,Accepted,Pending
PO-005251,SKU-00300,SUP-0170,2024-12-23,0,971,14247698.46,2025-01-06,2025-01-05,1,0,965,Accepted,Paid
PO-005252,SKU-00039,SUP-0133,2024-11-09,1,125,236459.28,2024-11-20,2024-11-22,0,2,119,Accepted,Paid
PO-005253,SKU-00163,SUP-0189,2023-11-08,0,4152,957842.8,2023-11-14,2023-11-14,1,0,4073,Accepted,Paid
PO-005254,SKU-00201,SUP-0075,2024-02-12,0,933,3507349.05,2024-03-12,2024-03-14,0,2,867,Partially Rejected,Pending
PO-005255,SKU-00450,SUP-0008,2024-12-25,0,268,2243578.86,2025-01-02,2025-01-02,1,0,249,Partially Rejected,Paid
PO-005256,SKU-00226,SUP-0082,2024-07-06,1,36,102406.7,2024-07-18,2024-07-21,0,3,32,Accepted,Paid
PO-005257,SKU-00039,SUP-0133,2024-02-20,0,153,290173.24,2024-03-02,2024-03-02,1,0,152,Accepted,Pending
PO-005258,SKU-00367,SUP-0178,2024-05-19,1,336,613974.37,2024-05-31,2024-06-03,0,3,327,Accepted,Paid
PO-005259,SKU-00335,SUP-0009,2023-11-26,1,166,4616616.64,2023-12-21,2023-12-25,0,4,165,Accepted,Paid
PO-005260,SKU-00010,SUP-0035,2023-04-27,0,875,335626.08,2023-05-25,2023-05-22,1,0,843,Accepted,Paid
PO-005261,SKU-00300,SUP-0170,2024-11-25,0,588,9043787.46,2024-12-09,2024-12-10,0,1,555,Accepted,Pending
PO-005262,SKU-00316,SUP-0076,2024-07-01,0,1521,910071.01,2024-07-11,2024-07-09,1,0,1514,Accepted,Paid
PO-005263,SKU-00375,SUP-0084,2023-03-06,0,58,238105.0,2023-03-24,2023-03-23,1,0,53,Accepted,Paid
PO-005264,SKU-00103,SUP-0055,2024-02-20,0,458,380582.57,2024-03-12,2024-03-14,0,2,445,Accepted,Paid
PO-005265,SKU-00191,SUP-0046,2023-07-21,0,207,607448.17,2023-07-30,2023-07-30,1,0,187,Accepted,Pending
PO-005266,SKU-00029,SUP-0152,2024-07-15,0,224,1230179.92,2024-08-12,2024-08-13,0,1,206,Accepted,Paid
PO-005267,SKU-00023,SUP-0116,2024-08-30,0,2302,6121608.96,2024-09-21,2024-09-22,0,1,2248,Accepted,Paid
PO-005268,SKU-00415,SUP-0034,2024-08-27,0,75,32733.53,2024-09-09,2024-09-09,1,0,70,Accepted,Paid
PO-005269,SKU-00484,SUP-0145,2023-11-27,0,726,29734174.86,2023-12-04,2023-12-05,0,1,666,Partially Rejected,Paid
PO-005270,SKU-00346,SUP-0127,2023-05-17,0,70,631860.13,2023-05-21,2023-05-20,1,0,68,Accepted,Paid
PO-005271,SKU-00369,SUP-0185,2024-03-27,0,180,22644.49,2024-04-17,2024-04-19,0,2,164,Accepted,Paid
PO-005272,SKU-00172,SUP-0098,2024-03-22,0,1059,2887787.9,2024-04-24,2024-04-21,1,0,999,Accepted,Paid
PO-005273,SKU-00339,SUP-0161,2023-11-29,0,43,71207.93,2024-01-11,2024-01-11,1,0,42,Accepted,Pending
PO-005274,SKU-00304,SUP-0125,2024-07-16,0,70,79328.8,2024-07-28,2024-07-29,0,1,69,Accepted,Paid
PO-005275,SKU-00273,SUP-0047,2024-08-27,0,11,126.38,2024-08-31,2024-08-31,1,0,10,Accepted,Paid
PO-005276,SKU-00074,SUP-0112,2024-06-18,0,1819,72606784.42,2024-06-23,2024-06-23,1,0,1754,Accepted,Paid
PO-005277,SKU-00381,SUP-0185,2023-07-08,1,1195,197545.08,2023-07-29,2023-08-04,0,6,1171,Accepted,Paid
PO-005278,SKU-00455,SUP-0011,2024-10-03,0,699,3709613.34,2024-10-26,2024-10-26,1,0,662,Accepted,Paid
PO-005279,SKU-00365,SUP-0155,2024-08-17,1,888,11431078.71,2024-08-25,2024-08-26,0,1,845,Accepted,Paid
PO-005280,SKU-00192,SUP-0079,2024-09-05,0,87,526186.79,2024-09-29,2024-10-02,0,3,82,Accepted,Paid
PO-005281,SKU-00120,SUP-0133,2023-05-28,1,250,24989.22,2023-06-08,2023-06-11,0,3,231,Accepted,Paid
PO-005282,SKU-00436,SUP-0036,2024-07-29,0,335,2187987.2,2024-08-07,2024-08-06,1,0,333,Accepted,Overdue
PO-005283,SKU-00185,SUP-0001,2023-11-18,1,175,45471.78,2023-12-30,2024-01-10,0,11,158,Accepted,Pending
PO-005284,SKU-00253,SUP-0058,2023-06-18,1,249,1060492.93,2023-07-23,2023-08-01,0,9,229,Accepted,Paid
PO-005285,SKU-00100,SUP-0011,2024-10-02,0,933,35171040.93,2024-10-25,2024-10-28,0,3,895,Accepted,Pending
PO-005286,SKU-00068,SUP-0031,2023-12-14,0,154,4882.73,2023-12-31,2023-12-30,1,0,153,Accepted,Paid
PO-005287,SKU-00456,SUP-0151,2024-01-30,0,850,51897.78,2024-02-18,2024-02-18,1,0,829,Accepted,Pending
PO-005288,SKU-00012,SUP-0193,2023-11-11,1,1245,82420.71,2023-11-22,2023-11-26,0,4,1220,Partially Rejected,Paid
PO-005289,SKU-00177,SUP-0169,2024-01-01,0,128,4636.57,2024-02-09,2024-02-09,1,0,116,Accepted,Paid
PO-005290,SKU-00460,SUP-0073,2023-09-04,0,4309,4374085.4,2023-09-21,2023-09-22,0,1,4011,Accepted,Overdue
PO-005291,SKU-00114,SUP-0136,2024-09-23,0,1394,3321194.02,2024-10-02,2024-09-30,1,0,1321,Accepted,Paid
PO-005292,SKU-00020,SUP-0163,2024-09-24,0,4500,38440633.63,2024-10-04,2024-10-04,1,0,4257,Accepted,Pending
PO-005293,SKU-00417,SUP-0023,2024-05-28,0,28,5494.98,2024-06-16,2024-06-18,0,2,27,Accepted,Paid
PO-005294,SKU-00123,SUP-0106,2023-02-21,0,154,10522.14,2023-03-11,2023-03-09,1,0,145,Partially Rejected,Paid
PO-005295,SKU-00392,SUP-0132,2023-01-08,1,39,3776.46,2023-01-21,2023-01-24,0,3,36,Accepted,Paid
PO-005296,SKU-00459,SUP-0184,2023-10-13,0,3315,43399403.34,2023-10-20,2023-10-19,1,0,3052,Accepted,Paid
PO-005297,SKU-00390,SUP-0044,2023-10-08,1,479,21407836.44,2023-10-30,2023-11-05,0,6,436,Partially Rejected,Paid
PO-005298,SKU-00137,SUP-0097,2023-10-13,0,336,493283.1,2023-11-23,2023-11-20,1,0,335,Accepted,Paid
PO-005299,SKU-00097,SUP-0172,2023-05-12,0,1634,10310675.86,2023-05-17,2023-05-16,1,0,1498,Accepted,Pending
PO-005300,SKU-00333,SUP-0078,2023-10-18,0,64,1971.12,2023-11-20,2023-11-19,1,0,61,Fully Rejected,Paid
PO-005301,SKU-00022,SUP-0083,2024-06-17,0,685,2746092.18,2024-07-03,2024-07-02,1,0,651,Accepted,Pending
PO-005302,SKU-00036,SUP-0170,2023-07-23,1,66,418394.66,2023-08-06,2023-08-09,0,3,59,Accepted,Paid
PO-005303,SKU-00169,SUP-0195,2024-12-07,1,2039,933228.11,2024-12-22,2024-12-25,0,3,2002,Accepted,Paid
PO-005304,SKU-00465,SUP-0146,2023-10-25,0,2376,4919902.08,2023-11-16,2023-11-15,1,0,2277,Accepted,Paid
PO-005305,SKU-00112,SUP-0167,2023-04-21,0,299,1101224.87,2023-05-15,2023-05-13,1,0,289,Accepted,Paid
PO-005306,SKU-00071,SUP-0043,2023-01-13,0,1172,6011857.88,2023-02-04,2023-02-06,0,2,1080,Accepted,Pending
PO-005307,SKU-00414,SUP-0144,2023-05-04,0,4230,255003.41,2023-05-28,2023-05-26,1,0,3977,Accepted,Pending
PO-005308,SKU-00167,SUP-0068,2023-02-16,0,865,82471.86,2023-03-01,2023-02-28,1,0,824,Accepted,Paid
PO-005309,SKU-00495,SUP-0155,2024-06-08,1,748,465465.95,2024-06-16,2024-06-17,0,1,685,Accepted,Paid
PO-005310,SKU-00227,SUP-0031,2023-05-19,0,35,126126.85,2023-06-05,2023-06-06,0,1,34,Partially Rejected,Paid
PO-005311,SKU-00190,SUP-0012,2023-03-15,0,493,759290.39,2023-03-31,2023-04-01,0,1,469,Accepted,Paid
PO-005312,SKU-00476,SUP-0065,2023-09-21,0,122,64785.54,2023-10-07,2023-10-07,1,0,117,Accepted,Paid
PO-005313,SKU-00266,SUP-0152,2024-04-02,0,2150,2413.12,2024-04-30,2024-04-26,1,0,1976,Accepted,Paid
PO-005314,SKU-00361,SUP-0137,2024-11-05,0,3370,124464.09,2024-12-04,2024-12-04,1,0,3105,Accepted,Paid
PO-005315,SKU-00442,SUP-0020,2023-07-15,1,46,4254.49,2023-08-18,2023-08-24,0,6,44,Accepted,Paid
PO-005316,SKU-00463,SUP-0059,2023-06-12,0,61,452.74,2023-06-24,2023-06-23,1,0,60,Accepted,Pending
PO-005317,SKU-00418,SUP-0094,2024-10-21,0,1181,5446237.14,2024-11-10,2024-11-09,1,0,1071,Accepted,Paid
PO-005318,SKU-00211,SUP-0119,2024-04-26,0,3358,9782102.45,2024-05-09,2024-05-07,1,0,3236,Accepted,Paid
PO-005319,SKU-00332,SUP-0158,2023-03-19,1,4813,2905464.18,2023-04-04,2023-04-08,0,4,4657,Accepted,Overdue
PO-005320,SKU-00445,SUP-0051,2023-06-26,0,883,28357066.55,2023-07-06,2023-07-06,1,0,823,Accepted,Paid
PO-005321,SKU-00230,SUP-0150,2023-04-02,1,336,117785.11,2023-04-22,2023-04-25,0,3,311,Accepted,Paid
PO-005322,SKU-00257,SUP-0103,2024-03-06,0,65,5624.45,2024-03-24,2024-03-22,1,0,64,Accepted,Paid
PO-005323,SKU-00300,SUP-0170,2023-05-15,0,328,4841247.17,2023-05-29,2023-05-30,0,1,300,Accepted,Pending
PO-005324,SKU-00053,SUP-0159,2023-06-29,0,169,5788733.95,2023-07-07,2023-07-08,0,1,161,Accepted,Paid
PO-005325,SKU-00155,SUP-0120,2024-01-21,1,356,3145662.7,2024-01-31,2024-02-03,0,3,346,Accepted,Paid
PO-005326,SKU-00097,SUP-0172,2023-08-17,0,2249,13625548.45,2023-08-22,2023-08-21,1,0,2064,Accepted,Paid
PO-005327,SKU-00041,SUP-0145,2024-12-25,0,12,16359.91,2025-01-01,2025-01-01,1,0,11,Accepted,Pending
PO-005328,SKU-00326,SUP-0059,2023-12-19,0,37,460897.16,2023-12-31,2023-12-30,1,0,35,Accepted,Paid
PO-005329,SKU-00203,SUP-0162,2023-12-20,0,952,71188.08,2024-01-06,2024-01-05,1,0,920,Accepted,Paid
PO-005330,SKU-00355,SUP-0058,2023-10-22,1,2312,22581853.0,2023-11-26,2023-12-05,0,9,2191,Accepted,Pending
PO-005331,SKU-00466,SUP-0071,2023-01-28,1,55,1103999.75,2023-02-04,2023-02-05,0,1,53,Accepted,Paid
PO-005332,SKU-00084,SUP-0129,2023-09-24,1,2946,227842.48,2023-10-21,2023-10-25,0,4,2715,Accepted,Paid
PO-005333,SKU-00455,SUP-0011,2023-01-01,1,1787,9562196.22,2023-01-24,2023-01-29,0,5,1719,Accepted,Paid
PO-005334,SKU-00176,SUP-0175,2023-05-05,0,353,1658404.09,2023-05-25,2023-05-27,0,2,345,Accepted,Paid
PO-005335,SKU-00258,SUP-0177,2023-08-04,0,25,37937.15,2023-08-11,2023-08-11,1,0,23,Accepted,Paid
PO-005336,SKU-00333,SUP-0078,2023-01-07,1,46,1395.89,2023-02-09,2023-02-16,0,7,45,Accepted,Paid
